ID_interactor_A,ID_interactor_B,Taxid_interactor_A,Taxid_interactor_B,Interaction_type(s),Interaction_identifier(s),Confidence_value(s),Processing_Status
DIP-25395N|refseq:NP_493709|uniprotkb:Q9TZ50,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42714E,dip-quality-status:,dip:0005(high throughput)
DIP-25386N|refseq:NP_495861|uniprotkb:Q21361,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42716E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24779N|refseq:NP_493174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42717E,dip-quality-status:,dip:0005(high throughput)
DIP-25625N|refseq:NP_506317|uniprotkb:P92004,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42718E,dip-quality-status:,dip:0005(high throughput)
DIP-25947N|refseq:NP_499165|uniprotkb:Q21898,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42719E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25093N|refseq:NP_001024093|uniprotkb:O18015,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42720E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42721E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42722E,dip-quality-status:,dip:0005(high throughput)
DIP-26113N|refseq:NP_498502|uniprotkb:Q22311,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42723E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25547N|refseq:NP_495656|uniprotkb:P45972,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42724E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25021N|refseq:NP_501530|uniprotkb:Q22387,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42725E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26256N|refseq:NP_499239,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42726E,dip-quality-status:,dip:0005(high throughput)
DIP-25421N|refseq:NP_001021628|uniprotkb:P91820,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42727E,dip-quality-status:,dip:0005(high throughput)
DIP-25082N|refseq:NP_505181|uniprotkb:O17005,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42728E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25694N|refseq:NP_502560|uniprotkb:Q9XUB8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42729E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24319N|refseq:NP_496697|uniprotkb:Q9NAJ7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42732E,dip-quality-status:,dip:0005(high throughput)
DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42733E,dip-quality-status:,dip:0005(high throughput)
DIP-24408N|uniprotkb:Q9N3Z0,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42734E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27386N|refseq:NP_498333|uniprotkb:Q9N4Z2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42735E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24876N|refseq:NP_496579|uniprotkb:Q9U2G8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42737E,dip-quality-status:,dip:0005(high throughput)
DIP-25986N|refseq:NP_493685|uniprotkb:Q8IAA7,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42738E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24828N|refseq:NP_496724|uniprotkb:Q9U2E9,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42740E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25684N|refseq:NP_499974|uniprotkb:Q95XW2,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42741E,dip-quality-status:,dip:0005(high throughput)
DIP-25492N|refseq:NP_507915|uniprotkb:O18267,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42742E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-24679N|refseq:NP_498124|uniprotkb:Q9GYG1,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42744E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-25874N|refseq:NP_509747|uniprotkb:Q9XYC3,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42745E,dip-quality-status:,dip:0005(high throughput)
DIP-25268N|refseq:NP_493324|uniprotkb:O62505,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42746E,dip-quality-status:,dip:0005(high throughput)
DIP-27228N|refseq:NP_495965|uniprotkb:Q23389,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42747E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26550N|refseq:NP_499106|uniprotkb:P34604,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42748E,dip-quality-status:,dip:0005(high throughput)
DIP-25978N|refseq:NP_498684|uniprotkb:P34611,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42749E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-27140N|refseq:NP_498861|uniprotkb:P34619,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42750E,dip-quality-status:,dip:0005(high throughput)
DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,DIP-26468N|refseq:NP_494238|uniprotkb:Q95X87,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42751E,dip-quality-status:,dip:0005(high throughput)
DIP-25098N|refseq:NP_001022535|uniprotkb:Q23664,DIP-27360N|refseq:NP_506069|uniprotkb:Q22174,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42752E,dip-quality-status:,dip:0005(high throughput)
DIP-27081N|refseq:NP_497912|uniprotkb:Q17802,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42753E,dip-quality-status:,dip:0005(high throughput)
DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,DIP-26097N|refseq:NP_509113|uniprotkb:Q18146,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42754E,dip-quality-status:,dip:0005(high throughput)
DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,DIP-26823N|refseq:NP_500041|uniprotkb:O44144,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42755E,dip-quality-status:,dip:0005(high throughput)
DIP-24863N|refseq:NP_509960|uniprotkb:Q18620,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42756E,dip-quality-status:,dip:0005(high throughput)
DIP-26638N|refseq:NP_495013|uniprotkb:Q09511,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42757E,dip-quality-status:,dip:0005(high throughput)
DIP-26619N|refseq:NP_491939,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42758E,dip-quality-status:,dip:0005(high throughput)
DIP-24841N|refseq:NP_505800|uniprotkb:P54412,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42759E,dip-quality-status:,dip:0005(high throughput)
DIP-26821N|refseq:NP_509217|uniprotkb:Q10454,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42760E,dip-quality-status:,dip:0005(high throughput)
DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,DIP-24283N|refseq:NP_505173|uniprotkb:P90882,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42761E,dip-quality-status:,dip:0005(high throughput)
DIP-24979N|refseq:NP_493228|uniprotkb:O18054,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42766E,dip-quality-status:,dip:0005(high throughput)
DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,DIP-25786N|refseq:NP_504231|uniprotkb:Q22352,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42767E,dip-quality-status:,dip:0005(high throughput)
DIP-24373N|refseq:NP_498326|uniprotkb:P46548,DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42768E,dip-quality-status:,dip:0005(high throughput)
DIP-25075N|refseq:NP_506072|uniprotkb:Q22179,DIP-25463N|refseq:NP_741698|uniprotkb:Q9NES7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42769E,dip-quality-status:,dip:0005(high throughput)
DIP-24357N|refseq:NP_494343|uniprotkb:O44857,DIP-26072N|refseq:NP_741906|uniprotkb:Q20792,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42772E,dip-quality-status:,dip:0005(high throughput)
DIP-26391N|refseq:NP_498227|uniprotkb:Q10930,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42773E,dip-quality-status:,dip:0005(high throughput)
DIP-24323N|uniprotkb:O01482,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42774E,dip-quality-status:,dip:0005(high throughput)
DIP-25290N|refseq:NP_501086|uniprotkb:Q17746,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42775E,dip-quality-status:,dip:0005(high throughput)
DIP-27286N|refseq:NP_504075|uniprotkb:O16393,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42777E,dip-quality-status:,dip:0005(high throughput)
DIP-25136N|refseq:NP_741750|uniprotkb:Q18076,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42778E,dip-quality-status:,dip:0005(high throughput)
DIP-25651N|refseq:NP_498349|uniprotkb:P48152,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42779E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-26783N|uniprotkb:Q27471,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42780E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-26627N|refseq:NP_495240|uniprotkb:Q18320,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42782E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-24934N|refseq:NP_506291|uniprotkb:Q18433,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42783E,dip-quality-status:,dip:0005(high throughput)
DIP-24755N|refseq:NP_510828|uniprotkb:P19626,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42785E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-26638N|refseq:NP_495013|uniprotkb:Q09511,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42786E,dip-quality-status:,dip:0005(high throughput)
DIP-27353N|refseq:NP_496932|uniprotkb:Q9XVB1,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42787E,dip-quality-status:,dip:0005(high throughput)
DIP-27014N|refseq:NP_498624|uniprotkb:Q95ZV8,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42788E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-26261N|refseq:NP_495002|uniprotkb:Q19257,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42789E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-27131N|refseq:NP_494871|uniprotkb:Q22693,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42790E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-25783N|refseq:NP_504374|uniprotkb:Q9GUC8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42791E,dip-quality-status:,dip:0005(high throughput)
DIP-25650N|refseq:NP_502359|uniprotkb:Q19872,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42792E,dip-quality-status:,dip:0005(high throughput)
DIP-27358N|uniprotkb:O16370,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42793E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-26475N|refseq:NP_493187|uniprotkb:O01700,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42794E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-27493N|refseq:NP_509642|uniprotkb:Q09560,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42795E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-26170N|refseq:NP_498473|uniprotkb:P41886,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42796E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-25729N|refseq:NP_741902|uniprotkb:Q17599,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42797E,dip-quality-status:,dip:0005(high throughput)
DIP-26679N|refseq:NP_508105|uniprotkb:O17352,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42798E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-25066N|refseq:NP_508497|uniprotkb:Q20712,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42799E,dip-quality-status:,dip:0005(high throughput)
DIP-24520N|refseq:NP_491236|uniprotkb:O01580,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42800E,dip-quality-status:,dip:0005(high throughput)
DIP-25881N|refseq:NP_490676|uniprotkb:O01802,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42801E,dip-quality-status:,dip:0005(high throughput)
DIP-25300N|refseq:NP_494661|uniprotkb:Q9TZ84,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42802E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-26869N|refseq:NP_496470|uniprotkb:Q9XVW8,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42803E,dip-quality-status:,dip:0005(high throughput)
DIP-26696N|refseq:NP_501196|uniprotkb:Q20845,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42805E,dip-quality-status:,dip:0005(high throughput)
DIP-25999N|uniprotkb:Q10128,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42806E,dip-quality-status:,dip:0005(high throughput)
DIP-25896N|refseq:NP_510034|uniprotkb:Q20956,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42807E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-27221N|refseq:NP_741103|uniprotkb:Q9N5N7,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42808E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-24326N|uniprotkb:Q94392,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42809E,dip-quality-status:,dip:0005(high throughput)
DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,DIP-25973N|refseq:NP_500090|uniprotkb:O61218,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42810E,dip-quality-status:,dip:0005(high throughput)
DIP-27426N|refseq:NP_501860,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42811E,dip-quality-status:,dip:0005(high throughput)
DIP-24430N|uniprotkb:Q9GYN4,DIP-27038N|refseq:NP_001022316|uniprotkb:Q22227,taxid:6239(Caenorhabditis elegans),taxid:6239(Caenorhabditis elegans),MI:0218(physical interaction),DIP-42812E,dip-quality-status:,dip:0005(high throughput)
